neti,NN,noun,zelfstandig naamwoord,существительное,night,nacht,A e teki neti meki dei.,Saying: He works night and day.,Gezegde: Hij werkt dag en nacht (lett: hij maakt van de nacht een dag.)
noso,NN,noun,zelfstandig naamwoord,существительное,nose,neus,Mi noso e lon.,My nose is running.,Ik heb een loopneus (lett: mijn neus loopt).
pe,NN,noun,zelfstandig naamwoord,существительное,place,"plaats, plek",Mi no go no wan pe.,I haven’t been to any place.,Ik ben naar geen enkele plaats geweest.
prakseri,NN,noun,zelfstandig naamwoord,существительное,thought,gedachte,Mi ben kisi a prakseri kba tak' den bo seni un gwe.,It had already occurred to me (lit: I had gotten the thought already) that they would send us away.,Het was al in me opgekomen (lett: ik had de gedachte al) dat ze ons zouden wegzenden.
pramisi,NN,noun,zelfstandig naamwoord,существительное,promise,belofte,A gi mi a pramisi tak' a o kon fruku na oso.,He gave me the promise that he would come home early.,Hij heeft me de belofte gegeven dat hij vroeg thuis zou komen.
sa,NN,noun,zelfstandig naamwoord,существительное,saw (cutting tool),zaag,,,
sabi,NN,noun,zelfstandig naamwoord,существительное,"knowledge, science, wisdom","kennis, wetenschap, wijsheid",,,
sari,NN,noun,zelfstandig naamwoord,существительное,"grief, sorrow, sadness","verdriet, leed","Baka di domri taki nanga a famiri, den fergiti ala sari èn den tapu nanga krei.","After the pastor spoke to the family, they forgot their grief and dried their tears.","Nadat de dominee tot de familie gesproken had, vergaten ze alleverdriet en hielden ze op met huilen."
sensi,NN,noun,zelfstandig naamwoord,существительное,"cent, penny",cent,Fosten yu ben kan bai dri pisi ksababrede fu feifi sensi.,You used to be able to buy three pieces of cassava bread for five cents.,Vroeger kon je drie kassavebroden voor vijf centen kopen.
smeri,NN,noun,zelfstandig naamwoord,существительное,"smell, stench, odor, aroma","geur, stank",A switi smeri fu a nyanyan furu a heri oso.,The delicious aroma of the food filled the whole house.,De lekkere geur van het eten vulde het hele huis.
sortu,NN,noun,zelfstandig naamwoord,существительное,"kind, sort, species",soort,Omeni sortu froktubon de tapu a dyari?,How many kinds of fruit trees are in the yard?,Hoeveel soorten vruchtbomen zijn op het erf?
taki,NN,noun,zelfstandig naamwoord,существительное,the manner in which something is said (either the content or the pronunciation),"hetgeen gezegd wordt, of aan de uitspraak",Na a taki fu en yu kan tesi tak' a man disi wani meki kenki kon.,You can tell by the way he speaks that this man wants to make changes.,Je kan aan zijn manier van spreken aanvoelen dat hij veranderingen voorstaat.
tapu,NN,noun,zelfstandig naamwoord,существительное,amulet or fetish used to protect one’s person or property,"amulet, magisch medicijn dat moet beschermen tegen kwaad",Mi omu abi wan tapu na en skin taki no wan sma kan sutu en nanga wan gon.,My uncle has a fetish that he wears so that no one can shoot him with a gun.,"Mijn oom heeft een magisch amulet die hem beschermt, zodat niemand hem kan neerschieten."
te,NN,noun,zelfstandig naamwoord,существительное,tea,thee,,,
wani,NN,noun,zelfstandig naamwoord,существительное,will,wil,A pikin fu yu abi wan tranga wani!,Your child has a strong will!,Jouw kind heeft een sterke wil!
wiki,NN,noun,zelfstandig naamwoord,существительное,week,week,Wan wiki abi seibi dei.,A week has seven days.,Een week heeft zeven dagen.
winsi,NN,noun,zelfstandig naamwoord,существительное,wish,wens,,,
yari,NN,noun,zelfstandig naamwoord,существительное,year,jaar,A yari tapu.,The year is passed.,Het jaar is om.
yongu,NN,noun,zelfstandig naamwoord,существительное,"young man, boy",jongen,,,
yuru,NN,noun,zelfstandig naamwoord,существительное,rent money,huishuur,,,
